ID,Name,Moves
568,trubbish,"""pound, double-slap, sand-attack, take-down, toxic, double-team, haze, self-destruct, sludge, amnesia, poison-gas, explosion, rest, substitute, thief, snore, curse, spite, protect, sludge-bomb, spikes, giga-drain, endure, rollout, swagger, attract, sleep-talk, return, frustration, pain-split, hidden-power, rain-dance, sunny-day, stockpile, swallow, facade, recycle, secret-power, mud-sport, rock-blast, payback, toxic-spikes, dark-pulse, seed-bomb, drain-punch, gunk-shot, venoshock, autotomize, sludge-wave, acid-spray, round, clear-smog, belch, confide, venom-drench, infestation, corrosive-gas"""
569,garbodor,"""pound, double-slap, body-slam, take-down, hyper-beam, solar-beam, thunderbolt, toxic, psychic, screech, double-team, self-destruct, sludge, amnesia, poison-gas, explosion, rest, substitute, thief, snore, spite, protect, sludge-bomb, spikes, giga-drain, endure, swagger, attract, sleep-talk, return, frustration, pain-split, metal-claw, hidden-power, rain-dance, sunny-day, stockpile, swallow, facade, recycle, secret-power, rock-blast, payback, fling, toxic-spikes, rock-polish, dark-pulse, seed-bomb, drain-punch, focus-blast, giga-impact, cross-poison, gunk-shot, venoshock, smack-down, sludge-wave, acid-spray, round, clear-smog, belch, confide, venom-drench, infestation, stomping-tantrum, body-press, corrosive-gas"""
570,zorua,"""scratch, swords-dance, cut, take-down, leer, roar, counter, dig, toxic, agility, night-shade, double-team, confuse-ray, swift, fury-swipes, rest, substitute, thief, snore, spite, protect, scary-face, feint-attack, sludge-bomb, detect, endure, swagger, attract, sleep-talk, return, frustration, encore, pursuit, hidden-power, rain-dance, sunny-day, psych-up, shadow-ball, uproar, torment, memento, facade, taunt, helping-hand, trick, revenge, knock-off, imprison, snatch, secret-power, hyper-voice, fake-tears, extrasensory, aerial-ace, bounce, covet, calm-mind, u-turn, payback, assurance, embargo, fling, copycat, punishment, sucker-punch, dark-pulse, nasty-plot, shadow-claw, captivate, grass-knot, hone-claws, foul-play, round, hex, incinerate, retaliate, night-daze, snarl, confide, skitter-smack, burning-jealousy, lash-out, tera-blast"""
571,zoroark,"""mega-punch, scratch, swords-dance, cut, mega-kick, body-slam, take-down, leer, roar, flamethrower, hyper-beam, low-kick, dig, toxic, psychic, agility, night-shade, double-team, confuse-ray, swift, fury-swipes, rest, substitute, thief, snore, spite, protect, scary-face, feint-attack, sludge-bomb, endure, swagger, attract, sleep-talk, return, frustration, encore, pursuit, hidden-power, rain-dance, sunny-day, crunch, psych-up, shadow-ball, rock-smash, uproar, torment, facade, taunt, helping-hand, trick, revenge, brick-break, knock-off, imprison, snatch, secret-power, hyper-voice, fake-tears, aerial-ace, bounce, covet, calm-mind, u-turn, payback, assurance, embargo, fling, punishment, dark-pulse, night-slash, focus-blast, giga-impact, nasty-plot, shadow-claw, grass-knot, hone-claws, low-sweep, foul-play, round, hex, incinerate, retaliate, night-daze, snarl, confide, laser-focus, throat-chop, skitter-smack, burning-jealousy, lash-out, tera-blast"""
572,minccino,"""pound, double-slap, slam, tail-whip, growl, sing, thunderbolt, thunder-wave, dig, toxic, double-team, swift, rest, substitute, thief, snore, flail, protect, mud-slap, endure, charm, swagger, attract, sleep-talk, return, frustration, safeguard, encore, iron-tail, hidden-power, rain-dance, sunny-day, uproar, facade, helping-hand, knock-off, secret-power, hyper-voice, fake-tears, tickle, covet, calm-mind, shock-wave, wake-up-slap, u-turn, fling, last-resort, aqua-tail, seed-bomb, gunk-shot, captivate, grass-knot, after-you, round, echoed-voice, retaliate, work-up, tail-slap, play-rough, confide, dazzling-gleam, baby-doll-eyes, triple-axel"""
573,cinccino,"""pound, slam, sing, hyper-beam, thunderbolt, thunder-wave, thunder, dig, toxic, double-team, light-screen, swift, rest, substitute, thief, snore, protect, endure, charm, swagger, attract, sleep-talk, return, frustration, safeguard, encore, iron-tail, hidden-power, rain-dance, sunny-day, uproar, facade, helping-hand, knock-off, secret-power, hyper-voice, fake-tears, tickle, bullet-seed, covet, calm-mind, rock-blast, shock-wave, u-turn, fling, last-resort, aqua-tail, seed-bomb, focus-blast, giga-impact, gunk-shot, grass-knot, after-you, round, echoed-voice, retaliate, work-up, tail-slap, play-rough, confide, dazzling-gleam, baby-doll-eyes, laser-focus, triple-axel"""
574,gothita,"""pound, double-slap, psybeam, thunderbolt, thunder-wave, toxic, confusion, psychic, hypnosis, double-team, light-screen, reflect, swift, dream-eater, flash, rest, rock-slide, substitute, thief, snore, protect, feint-attack, endure, charm, swagger, mean-look, attract, sleep-talk, heal-bell, return, frustration, safeguard, hidden-power, rain-dance, mirror-coat, psych-up, shadow-ball, future-sight, fake-out, uproar, torment, flatter, facade, taunt, helping-hand, trick, role-play, magic-coat, recycle, skill-swap, imprison, snatch, secret-power, fake-tears, rock-tomb, tickle, signal-beam, covet, calm-mind, shock-wave, gravity, miracle-eye, payback, embargo, fling, heal-block, guard-swap, dark-pulse, energy-ball, nasty-plot, zen-headbutt, trick-room, captivate, grass-knot, charge-beam, psyshock, telekinesis, magic-room, foul-play, round, stored-power, ally-switch, heal-pulse, play-nice, confide, psychic-terrain, expanding-force, tera-blast"""
575,gothorita,"""pound, double-slap, psybeam, thunderbolt, thunder-wave, toxic, confusion, psychic, hypnosis, double-team, light-screen, reflect, metronome, swift, dream-eater, flash, rest, rock-slide, substitute, thief, snore, protect, feint-attack, endure, charm, swagger, attract, sleep-talk, heal-bell, return, frustration, safeguard, hidden-power, rain-dance, psych-up, shadow-ball, future-sight, uproar, torment, flatter, facade, taunt, helping-hand, trick, role-play, magic-coat, recycle, skill-swap, imprison, snatch, secret-power, fake-tears, rock-tomb, tickle, signal-beam, covet, calm-mind, shock-wave, gravity, payback, embargo, fling, heal-block, guard-swap, dark-pulse, energy-ball, nasty-plot, zen-headbutt, trick-room, grass-knot, charge-beam, psyshock, telekinesis, magic-room, foul-play, round, stored-power, ally-switch, play-nice, confide, psychic-terrain, expanding-force, tera-blast"""
576,gothitelle,"""pound, double-slap, body-slam, psybeam, hyper-beam, thunderbolt, thunder-wave, toxic, confusion, psychic, hypnosis, double-team, light-screen, reflect, metronome, swift, dream-eater, flash, rest, rock-slide, substitute, thief, snore, protect, feint-attack, endure, charm, swagger, attract, sleep-talk, heal-bell, return, frustration, safeguard, hidden-power, rain-dance, psych-up, shadow-ball, future-sight, uproar, torment, flatter, facade, taunt, helping-hand, trick, role-play, magic-coat, recycle, brick-break, skill-swap, imprison, snatch, secret-power, fake-tears, rock-tomb, tickle, cosmic-power, signal-beam, covet, calm-mind, shock-wave, gravity, payback, embargo, fling, heal-block, guard-swap, dark-pulse, focus-blast, energy-ball, giga-impact, nasty-plot, zen-headbutt, trick-room, grass-knot, charge-beam, psyshock, telekinesis, magic-room, low-sweep, foul-play, round, stored-power, ally-switch, play-nice, confide, power-up-punch, laser-focus, psychic-terrain, expanding-force, tera-blast"""
577,solosis,"""psybeam, thunder-wave, thunder, toxic, confusion, psychic, night-shade, double-team, recover, confuse-ray, light-screen, reflect, dream-eater, flash, psywave, acid-armor, explosion, rest, rock-slide, substitute, snore, protect, endure, charm, rollout, swagger, attract, sleep-talk, return, frustration, safeguard, pain-split, encore, hidden-power, rain-dance, psych-up, shadow-ball, future-sight, facade, helping-hand, trick, role-play, magic-coat, endeavor, skill-swap, imprison, snatch, secret-power, astonish, rock-tomb, signal-beam, iron-defense, calm-mind, shock-wave, gravity, gyro-ball, embargo, heal-block, power-swap, guard-swap, energy-ball, zen-headbutt, flash-cannon, trick-room, wonder-room, psyshock, telekinesis, after-you, round, stored-power, ally-switch, confide, infestation, psychic-terrain, expanding-force, steel-roller"""
578,duosion,"""psybeam, thunder-wave, thunder, toxic, confusion, psychic, double-team, recover, light-screen, reflect, dream-eater, flash, psywave, explosion, rest, rock-slide, substitute, snore, protect, endure, charm, rollout, swagger, attract, sleep-talk, return, frustration, safeguard, pain-split, encore, hidden-power, rain-dance, psych-up, shadow-ball, future-sight, facade, helping-hand, trick, role-play, magic-coat, endeavor, skill-swap, imprison, snatch, secret-power, rock-tomb, signal-beam, iron-defense, calm-mind, shock-wave, gravity, gyro-ball, embargo, heal-block, power-swap, guard-swap, energy-ball, zen-headbutt, flash-cannon, trick-room, wonder-room, psyshock, telekinesis, after-you, round, stored-power, ally-switch, confide, infestation, psychic-terrain, expanding-force, steel-roller"""
579,reuniclus,"""mega-punch, fire-punch, ice-punch, thunder-punch, psybeam, hyper-beam, strength, thunder-wave, thunder, toxic, confusion, psychic, double-team, recover, light-screen, reflect, dream-eater, dizzy-punch, flash, psywave, explosion, rest, rock-slide, substitute, snore, protect, endure, charm, rollout, swagger, attract, sleep-talk, return, frustration, safeguard, pain-split, encore, hidden-power, rain-dance, psych-up, shadow-ball, future-sight, rock-smash, facade, focus-punch, helping-hand, trick, role-play, superpower, magic-coat, knock-off, endeavor, skill-swap, imprison, snatch, secret-power, rock-tomb, signal-beam, iron-defense, calm-mind, shock-wave, gravity, hammer-arm, gyro-ball, embargo, fling, heal-block, power-swap, guard-swap, drain-punch, focus-blast, energy-ball, giga-impact, zen-headbutt, flash-cannon, trick-room, grass-knot, wonder-room, psyshock, telekinesis, after-you, round, stored-power, ally-switch, confide, infestation, power-up-punch, laser-focus, psychic-terrain, expanding-force, steel-roller"""
580,ducklett,"""gust, wing-attack, fly, water-gun, surf, ice-beam, bubble-beam, toxic, double-team, mirror-move, rest, substitute, snore, protect, icy-wind, swagger, steel-wing, attract, sleep-talk, return, frustration, hidden-power, rain-dance, uproar, hail, facade, endeavor, secret-power, dive, feather-dance, mud-sport, air-cutter, aerial-ace, water-sport, water-pulse, roost, brine, pluck, tailwind, lucky-chant, me-first, aqua-ring, air-slash, brave-bird, defog, aqua-jet, round, scald, hurricane, confide, liquidation"""
581,swanna,"""wing-attack, fly, water-gun, surf, ice-beam, bubble-beam, hyper-beam, toxic, double-team, sky-attack, rest, substitute, snore, protect, icy-wind, swagger, steel-wing, attract, sleep-talk, return, frustration, hidden-power, rain-dance, uproar, hail, facade, endeavor, secret-power, dive, feather-dance, aerial-ace, water-sport, water-pulse, roost, pluck, tailwind, aqua-ring, air-slash, brave-bird, giga-impact, defog, round, scald, hurricane, confide, liquidation"""
582,vanillite,"""mist, ice-beam, blizzard, toxic, double-team, harden, light-screen, self-destruct, acid-armor, explosion, rest, substitute, snore, powder-snow, protect, icy-wind, endure, swagger, attract, sleep-talk, return, frustration, hidden-power, rain-dance, mirror-coat, uproar, hail, facade, taunt, magic-coat, imprison, secret-power, hyper-voice, astonish, signal-beam, sheer-cold, icicle-spear, iron-defense, water-pulse, natural-gift, magnet-rise, avalanche, ice-shard, mirror-shot, flash-cannon, autotomize, round, ally-switch, frost-breath, icicle-crash, confide, aurora-veil"""
583,vanillish,"""mist, ice-beam, blizzard, toxic, double-team, harden, light-screen, self-destruct, acid-armor, explosion, rest, substitute, snore, protect, icy-wind, endure, swagger, attract, sleep-talk, return, frustration, hidden-power, rain-dance, mirror-coat, uproar, hail, facade, taunt, magic-coat, imprison, secret-power, hyper-voice, astonish, signal-beam, sheer-cold, icicle-spear, iron-defense, water-pulse, magnet-rise, avalanche, mirror-shot, flash-cannon, round, ally-switch, frost-breath, confide"""
584,vanilluxe,"""mist, ice-beam, blizzard, hyper-beam, toxic, double-team, harden, light-screen, self-destruct, acid-armor, explosion, rest, substitute, snore, protect, icy-wind, endure, swagger, attract, sleep-talk, return, frustration, hidden-power, rain-dance, mirror-coat, beat-up, uproar, hail, facade, taunt, magic-coat, imprison, secret-power, hyper-voice, astonish, weather-ball, signal-beam, sheer-cold, icicle-spear, iron-defense, water-pulse, magnet-rise, giga-impact, avalanche, mirror-shot, flash-cannon, round, ally-switch, frost-breath, icicle-crash, freeze-dry, confide"""
585,deerling,"""double-kick, jump-kick, sand-attack, headbutt, tackle, body-slam, take-down, double-edge, growl, leech-seed, solar-beam, thunder-wave, dig, toxic, agility, double-team, light-screen, flash, rest, substitute, snore, protect, feint-attack, giga-drain, endure, charm, swagger, attract, sleep-talk, return, frustration, safeguard, baton-pass, synthesis, hidden-power, rain-dance, sunny-day, shadow-ball, facade, nature-power, helping-hand, secret-power, camouflage, aromatherapy, fake-tears, odor-sleuth, grass-whistle, bullet-seed, bounce, magical-leaf, natural-gift, last-resort, worry-seed, seed-bomb, energy-ball, zen-headbutt, leaf-storm, grass-knot, round, echoed-voice, retaliate, bulldoze, work-up, wild-charge, grassy-terrain, play-rough, confide, tera-blast, trailblaze"""
586,sawsbuck,"""swords-dance, cut, double-kick, jump-kick, sand-attack, tackle, body-slam, take-down, double-edge, growl, hyper-beam, leech-seed, solar-beam, thunder-wave, dig, toxic, agility, double-team, light-screen, flash, rest, substitute, snore, protect, feint-attack, giga-drain, endure, charm, swagger, attract, sleep-talk, return, frustration, safeguard, megahorn, baton-pass, synthesis, hidden-power, rain-dance, sunny-day, shadow-ball, rock-smash, facade, nature-power, helping-hand, secret-power, camouflage, aromatherapy, fake-tears, bullet-seed, bounce, magical-leaf, last-resort, worry-seed, seed-bomb, energy-ball, giga-impact, zen-headbutt, leaf-storm, grass-knot, round, echoed-voice, retaliate, bulldoze, work-up, wild-charge, horn-leech, grassy-terrain, play-rough, confide, smart-strike, stomping-tantrum, tera-blast, trailblaze"""
587,emolga,"""cut, tail-whip, solar-beam, thunder-shock, thunderbolt, thunder-wave, thunder, toxic, agility, quick-attack, double-team, light-screen, swift, flash, rest, substitute, snore, protect, endure, charm, swagger, spark, attract, sleep-talk, return, frustration, baton-pass, encore, pursuit, iron-tail, hidden-power, rain-dance, facade, charge, taunt, helping-hand, knock-off, secret-power, astonish, tickle, signal-beam, aerial-ace, covet, shock-wave, roost, tailwind, u-turn, fling, last-resort, air-slash, energy-ball, defog, discharge, charge-beam, electro-ball, round, acrobatics, volt-switch, electroweb, wild-charge, ion-deluge, confide, eerie-impulse, nuzzle, speed-swap, rising-voltage, dual-wingbeat"""
